Entity,Code,Day,Beta,Epsilon,Gamma,Kappa,Iota,Eta,Delta,Alpha,non_who,Lambda,Mu,Omicron
Slovenia,SVN,2021-04-05,0,0,0,0,0,8,1,1170,465,0,0,0
Slovenia,SVN,2021-04-19,0,0,0,3,0,3,0,1715,316,0,0,0
Slovenia,SVN,2021-05-03,0,0,1,0,0,0,3,1784,186,0,0,0
Slovenia,SVN,2021-05-17,0,0,2,0,1,0,2,1197,61,0,0,0
Slovenia,SVN,2021-05-31,0,0,1,0,3,0,4,674,11,0,0,0
Slovenia,SVN,2021-06-14,0,0,2,0,0,0,14,632,4,0,0,0
Slovenia,SVN,2021-06-28,0,0,0,0,0,0,106,257,20,0,0,0
Slovenia,SVN,2021-07-12,0,0,3,0,0,0,331,126,14,0,0,0
Slovenia,SVN,2021-07-26,0,0,0,0,0,0,722,22,5,0,0,0
Slovenia,SVN,2021-08-09,0,0,0,0,0,0,1325,13,3,0,0,0
Slovenia,SVN,2021-08-23,0,0,0,0,0,0,2017,3,2,0,0,0
Slovenia,SVN,2021-09-06,0,0,0,0,0,0,2576,0,1,0,0,0
Slovenia,SVN,2021-09-20,0,0,0,0,0,0,2106,0,1,0,0,0
Slovenia,SVN,2021-10-04,0,0,0,0,0,0,2097,1,1,0,0,0
Slovenia,SVN,2021-10-18,0,0,0,0,0,0,2446,0,0,0,0,0
Slovenia,SVN,2021-11-01,0,0,0,0,0,0,564,0,0,0,0,0
South Africa,ZAF,2020-05-11,0,0,0,0,0,0,0,0,135,0,0,0
South Africa,ZAF,2020-05-25,0,0,0,0,0,0,0,0,93,0,0,0
South Africa,ZAF,2020-06-08,0,0,0,0,0,0,0,0,105,0,0,0
South Africa,ZAF,2020-06-22,0,0,0,0,0,0,0,0,189,0,0,0
South Africa,ZAF,2020-07-06,0,0,0,0,0,0,0,0,278,0,0,0
South Africa,ZAF,2020-07-20,0,0,0,0,0,0,0,0,452,0,0,0
South Africa,ZAF,2020-08-03,0,0,0,0,0,0,0,0,549,0,0,0
South Africa,ZAF,2020-08-17,0,0,0,0,0,0,0,0,220,0,0,0
South Africa,ZAF,2020-08-31,5,0,0,0,0,0,0,0,123,0,0,0
South Africa,ZAF,2020-09-14,30,0,0,0,0,0,0,0,326,0,0,0
South Africa,ZAF,2020-09-28,54,0,0,0,0,0,0,0,169,0,0,0
South Africa,ZAF,2020-10-12,41,0,0,0,0,0,0,0,263,0,0,0
South Africa,ZAF,2020-10-26,86,0,0,0,0,0,0,0,267,0,0,0
South Africa,ZAF,2020-11-09,218,0,0,0,0,0,0,0,252,0,0,0
South Africa,ZAF,2020-11-23,264,0,0,0,0,0,0,0,149,0,0,0
South Africa,ZAF,2020-12-07,418,0,0,0,0,0,0,0,69,0,0,0
South Africa,ZAF,2020-12-21,501,0,0,0,0,0,0,0,44,0,0,0
South Africa,ZAF,2021-01-04,784,0,0,0,0,0,0,0,56,0,0,0
South Africa,ZAF,2021-01-11,570,0,0,0,0,0,0,3,82,0,0,0
South Africa,ZAF,2021-01-25,519,0,0,0,1,0,2,0,46,0,0,0
South Africa,ZAF,2021-02-08,375,0,0,0,0,0,1,0,18,0,0,0
South Africa,ZAF,2021-02-22,273,0,0,0,0,0,0,3,18,0,0,0
South Africa,ZAF,2021-03-08,209,0,0,0,0,0,1,3,11,0,0,0
South Africa,ZAF,2021-03-22,358,0,0,0,0,1,24,10,55,0,0,0
South Africa,ZAF,2021-04-05,259,0,0,0,0,0,21,6,37,0,0,0
South Africa,ZAF,2021-04-19,198,0,0,0,0,1,8,3,40,0,0,0
South Africa,ZAF,2021-05-03,301,0,0,1,0,1,7,18,62,0,0,0
South Africa,ZAF,2021-05-17,398,0,0,0,0,7,46,24,68,0,0,0
South Africa,ZAF,2021-05-31,390,0,0,1,0,3,133,45,63,0,0,0
South Africa,ZAF,2021-06-14,419,0,0,10,0,0,487,55,108,0,0,0
South Africa,ZAF,2021-06-28,179,0,0,1,0,0,1268,48,128,0,0,0
South Africa,ZAF,2021-07-12,98,0,0,1,0,0,1965,15,132,0,0,0
South Africa,ZAF,2021-07-26,24,0,0,1,0,0,1564,5,65,0,0,0
South Africa,ZAF,2021-08-09,14,0,0,1,0,0,1514,2,60,0,0,0
South Africa,ZAF,2021-08-23,2,0,0,0,0,0,1203,0,29,0,0,0
South Africa,ZAF,2021-09-06,6,0,0,0,0,0,1226,2,30,0,0,0
South Africa,ZAF,2021-09-20,0,0,0,0,0,0,878,0,38,0,0,0
South Africa,ZAF,2021-10-04,7,0,0,0,0,0,446,0,23,0,0,0
South Africa,ZAF,2021-10-18,55,0,0,0,0,0,369,0,22,0,0,0
South Africa,ZAF,2021-11-01,6,0,0,0,0,0,144,0,4,0,0,0
South Africa,ZAF,2021-11-15,0,0,0,0,0,0,38,0,7,0,0,19
South Africa,ZAF,2021-11-29,0,0,0,0,0,0,19,0,2,0,0,164
South Korea,KOR,2020-05-11,0,0,0,0,0,0,0,0,48,0,0,0
South Korea,KOR,2020-05-25,0,0,0,0,0,0,0,0,64,0,0,0
South Korea,KOR,2020-06-08,0,0,0,0,0,0,0,0,165,0,0,0
South Korea,KOR,2020-06-22,0,0,0,0,0,0,0,0,108,0,0,0
South Korea,KOR,2020-07-06,0,0,0,0,0,0,0,0,159,0,0,0
South Korea,KOR,2020-07-20,0,0,0,0,0,0,0,0,110,0,0,0
South Korea,KOR,2020-08-03,0,0,0,0,0,0,0,0,98,0,0,0
South Korea,KOR,2020-08-17,0,0,0,0,0,0,0,0,123,0,0,0
South Korea,KOR,2020-08-31,0,0,0,0,0,0,0,0,176,0,0,0
South Korea,KOR,2020-09-14,0,0,0,0,0,0,0,0,64,0,0,0
South Korea,KOR,2020-09-28,0,0,0,0,0,0,0,0,63,0,0,0
South Korea,KOR,2020-10-12,0,0,0,0,0,0,0,0,57,0,0,0
South Korea,KOR,2020-10-26,0,0,0,0,0,0,0,0,84,0,0,0
South Korea,KOR,2020-11-09,0,0,0,0,0,0,0,0,77,0,0,0
South Korea,KOR,2020-11-23,0,0,0,0,0,0,0,0,171,0,0,0
South Korea,KOR,2020-12-07,0,0,0,0,0,0,0,0,160,0,0,0
South Korea,KOR,2020-12-21,0,7,0,0,0,0,0,2,169,0,0,0
South Korea,KOR,2021-01-04,1,7,0,0,0,0,0,11,168,0,0,0
South Korea,KOR,2021-01-11,0,4,1,0,0,0,0,0,67,0,0,0
South Korea,KOR,2021-01-25,4,6,0,0,0,0,0,18,118,0,0,0
South Korea,KOR,2021-02-08,0,8,0,0,0,2,0,38,149,0,0,0
South Korea,KOR,2021-02-22,0,16,0,0,1,0,0,45,180,0,0,0
South Korea,KOR,2021-03-08,4,6,0,0,2,1,0,30,215,0,0,0
South Korea,KOR,2021-03-22,0,1,2,0,0,0,0,24,244,0,0,0
South Korea,KOR,2021-04-05,6,15,1,2,0,0,0,64,236,0,0,0
South Korea,KOR,2021-04-19,6,19,0,7,1,0,0,78,297,0,0,0
South Korea,KOR,2021-05-03,9,22,0,3,0,0,9,170,317,0,0,0
South Korea,KOR,2021-05-17,1,2,0,0,0,0,18,73,129,0,0,0
South Korea,KOR,2021-05-31,0,0,0,0,0,0,12,13,185,0,0,0
South Korea,KOR,2021-06-14,1,0,1,0,0,0,23,34,414,0,0,0
South Korea,KOR,2021-06-28,0,1,4,0,0,0,157,89,324,0,0,0
South Korea,KOR,2021-07-12,3,0,2,0,0,0,366,59,284,0,1,0
South Korea,KOR,2021-07-26,1,0,3,0,0,0,713,42,303,0,0,0
South Korea,KOR,2021-08-09,1,0,0,0,0,0,819,19,119,0,0,0
South Korea,KOR,2021-08-23,0,0,1,0,0,0,879,1,27,0,0,0
South Korea,KOR,2021-09-06,0,0,0,0,0,0,1305,3,10,0,0,0
South Korea,KOR,2021-09-20,0,0,0,0,0,0,1208,1,5,0,0,0
South Korea,KOR,2021-10-04,0,0,0,0,0,0,919,1,1,0,0,0
South Korea,KOR,2021-10-18,0,0,0,0,0,0,1075,0,0,0,0,0
South Korea,KOR,2021-11-01,0,0,0,0,0,0,1103,0,0,0,0,0
Spain,ESP,2020-05-11,0,0,0,0,0,0,0,0,177,0,0,0
Spain,ESP,2020-05-25,0,0,0,0,0,0,0,0,95,0,0,0
Spain,ESP,2020-06-08,0,0,0,0,0,0,0,0,61,0,0,0
Spain,ESP,2020-06-22,0,0,0,0,0,0,0,0,72,0,0,0
Spain,ESP,2020-07-06,0,0,0,0,0,0,0,0,139,0,0,0
Spain,ESP,2020-07-20,0,0,0,0,0,0,0,0,147,0,0,0
Spain,ESP,2020-08-03,0,0,0,0,0,0,0,0,169,0,0,0
Spain,ESP,2020-08-17,0,0,0,0,0,0,0,0,250,0,0,0
Spain,ESP,2020-08-31,0,0,0,0,0,0,0,0,279,0,0,0
Spain,ESP,2020-09-14,0,0,0,0,0,0,0,0,444,0,0,0
Spain,ESP,2020-09-28,0,0,0,0,0,0,0,0,488,0,0,0
Spain,ESP,2020-10-12,0,0,0,0,0,0,0,0,513,0,0,0
Spain,ESP,2020-10-26,0,0,0,0,0,0,0,0,478,0,0,0
Spain,ESP,2020-11-09,0,0,0,0,0,0,0,5,355,0,0,0
Spain,ESP,2020-11-23,0,0,0,0,0,0,0,3,406,0,0,0
Spain,ESP,2020-12-07,0,0,0,0,0,0,0,1,470,0,0,0
Spain,ESP,2020-12-21,0,0,0,0,0,0,0,4,958,0,0,0
Spain,ESP,2021-01-04,1,0,0,0,0,0,0,155,916,0,0,0
Spain,ESP,2021-01-11,0,0,0,0,0,0,0,280,340,0,0,0
Spain,ESP,2021-01-25,2,0,0,0,0,0,0,834,1757,0,0,0
Spain,ESP,2021-02-08,3,1,5,0,0,1,0,994,2020,0,0,0
Spain,ESP,2021-02-22,20,0,1,0,0,4,0,1246,1344,0,0,0
Spain,ESP,2021-03-08,12,1,7,0,0,4,0,1735,914,0,1,0
Spain,ESP,2021-03-22,23,1,32,0,2,18,0,1870,479,1,3,0
Spain,ESP,2021-04-05,48,1,83,0,6,29,1,2354,247,5,10,0
Spain,ESP,2021-04-19,50,0,173,0,9,50,0,2479,172,13,8,0
Spain,ESP,2021-05-03,70,0,186,1,22,40,26,2339,82,8,40,0
Spain,ESP,2021-05-17,46,1,143,3,29,24,77,2867,78,11,57,0
Spain,ESP,2021-05-31,44,0,123,1,31,9,211,2002,77,14,93,0
Spain,ESP,2021-06-14,40,1,115,0,12,26,460,2246,152,27,125,0
Spain,ESP,2021-06-28,119,0,131,0,13,11,1136,1341,134,30,71,0
Spain,ESP,2021-07-12,731,0,75,0,0,7,3689,1250,81,54,48,0
Spain,ESP,2021-07-26,272,0,31,0,0,3,4372,462,66,34,25,0
Spain,ESP,2021-08-09,77,0,21,0,0,0,5013,155,34,15,30,0
Spain,ESP,2021-08-23,16,0,12,0,0,0,3522,40,23,10,8,0
Spain,ESP,2021-09-06,3,0,8,0,0,0,3188,8,20,1,2,0
Spain,ESP,2021-09-20,0,0,6,0,0,0,2154,4,5,0,5,0
Spain,ESP,2021-10-04,0,0,0,0,0,0,1489,0,3,0,5,0
Spain,ESP,2021-10-18,0,0,0,0,0,0,1173,0,1,0,2,0
Spain,ESP,2021-11-01,0,0,0,0,0,0,1539,0,0,0,0,0
Spain,ESP,2021-11-15,0,0,0,0,0,0,1434,0,3,0,0,0
Spain,ESP,2021-11-29,0,0,0,0,0,0,533,0,0,0,0,1
Sri Lanka,LKA,2021-01-25,0,0,0,0,0,0,0,4,50,0,0,0
Sri Lanka,LKA,2021-02-08,0,0,0,0,0,0,0,12,57,0,0,0
Sri Lanka,LKA,2021-02-22,0,0,0,0,0,0,2,0,50,0,0,0
Sri Lanka,LKA,2021-03-22,2,0,0,0,0,0,1,6,39,0,0,0
Sri Lanka,LKA,2021-05-03,0,0,0,0,0,1,0,60,5,0,0,0
Sri Lanka,LKA,2021-05-17,0,0,0,0,0,0,0,40,4,0,0,0
Sri Lanka,LKA,2021-05-31,0,0,0,0,0,0,3,38,2,0,0,0
Sri Lanka,LKA,2021-06-14,0,0,0,0,0,0,6,54,1,0,0,0
Sri Lanka,LKA,2021-06-28,1,0,0,0,0,0,13,123,5,0,0,0
Sri Lanka,LKA,2021-07-12,1,0,0,0,0,0,28,41,1,0,0,0
Sri Lanka,LKA,2021-07-26,0,0,0,0,0,0,38,43,1,0,0,0
Sri Lanka,LKA,2021-08-09,0,0,0,0,0,0,104,13,1,0,0,0
Sri Lanka,LKA,2021-08-23,0,0,0,0,0,0,99,4,0,0,0,0
Sri Lanka,LKA,2021-09-06,0,0,0,0,0,0,218,5,0,0,0,0
Sri Lanka,LKA,2021-09-20,0,0,0,0,0,0,140,3,0,0,0,0
Sri Lanka,LKA,2021-10-04,0,0,0,0,0,0,83,0,0,0,0,0
Sri Lanka,LKA,2021-10-18,0,0,0,0,0,0,162,1,5,0,0,0
Sri Lanka,LKA,2021-11-01,0,0,0,0,0,0,104,0,0,0,0,0
Sri Lanka,LKA,2021-11-15,0,0,0,0,0,0,71,0,0,0,0,0
Suriname,SUR,2020-07-06,0,0,0,0,0,0,0,0,33,0,0,0
Suriname,SUR,2021-03-08,0,0,4,0,0,0,0,2,25,0,0,0
Suriname,SUR,2021-04-05,3,0,26,0,0,0,0,12,16,0,0,0
Suriname,SUR,2021-04-19,0,0,28,0,0,0,0,9,12,0,0,0
Suriname,SUR,2021-05-17,0,0,32,0,0,0,0,8,3,0,0,0
Suriname,SUR,2021-05-31,0,0,49,0,0,0,0,2,2,0,0,0
Suriname,SUR,2021-06-14,0,0,35,0,0,0,0,0,2,0,0,0
Suriname,SUR,2021-06-28,0,0,48,0,0,0,0,0,2,0,0,0
Suriname,SUR,2021-07-12,0,0,34,0,0,0,0,2,3,0,0,0
Suriname,SUR,2021-07-26,0,0,29,0,0,0,2,2,2,0,0,0
Suriname,SUR,2021-08-09,0,0,39,0,0,0,8,2,1,0,0,0
Suriname,SUR,2021-08-23,0,0,27,0,0,0,15,1,0,0,0,0
Suriname,SUR,2021-09-06,0,0,8,0,0,0,48,0,0,0,0,0
Suriname,SUR,2021-09-20,0,0,2,0,0,0,45,0,0,0,0,0
Sweden,SWE,2020-05-11,0,0,0,0,0,0,0,0,52,0,0,0
Sweden,SWE,2020-05-25,0,0,0,0,0,0,0,0,81,0,0,0
Sweden,SWE,2020-06-08,0,0,0,0,0,0,0,0,83,0,0,0
Sweden,SWE,2020-06-22,0,0,0,0,0,0,0,0,36,0,0,0
Sweden,SWE,2020-07-06,0,0,0,0,0,0,0,0,43,0,0,0
Sweden,SWE,2020-07-20,0,0,0,0,0,0,0,0,40,0,0,0
Sweden,SWE,2020-08-17,0,0,0,0,0,0,0,0,41,0,0,0
Sweden,SWE,2020-08-31,0,0,0,0,0,0,0,0,43,0,0,0
Sweden,SWE,2020-09-14,0,0,0,0,0,0,0,0,38,0,0,0
Sweden,SWE,2020-09-28,0,0,0,0,0,0,0,0,54,0,0,0
Sweden,SWE,2020-10-12,0,0,0,0,0,0,0,1,44,0,0,0
Sweden,SWE,2020-10-26,0,0,0,0,0,0,0,0,43,0,0,0
Sweden,SWE,2020-11-09,1,0,0,0,0,0,0,4,120,0,0,0
Sweden,SWE,2020-11-23,1,0,0,0,0,0,0,2,102,0,0,0
Sweden,SWE,2020-12-07,0,0,0,0,0,0,0,0,145,0,0,0
Sweden,SWE,2020-12-21,0,0,0,0,0,0,0,1,173,0,0,0
Sweden,SWE,2021-01-04,1,0,0,0,0,0,0,42,492,0,0,0
Sweden,SWE,2021-01-11,1,0,0,0,0,0,0,59,229,0,0,0
Sweden,SWE,2021-01-25,10,1,0,0,0,0,0,207,1984,0,0,0
Sweden,SWE,2021-02-08,119,1,9,0,0,0,0,1413,4004,0,0,0
Sweden,SWE,2021-02-22,391,0,15,0,0,0,0,5621,3249,0,0,0
Sweden,SWE,2021-03-08,330,0,11,0,0,0,0,8753,1872,0,0,0
Sweden,SWE,2021-03-22,548,0,13,0,0,3,0,11767,1066,0,0,0
Sweden,SWE,2021-04-05,567,0,16,3,1,7,2,9408,361,0,0,0
Sweden,SWE,2021-04-19,211,0,8,2,0,4,8,7001,182,0,0,0
Sweden,SWE,2021-05-03,159,0,3,0,2,0,15,6448,139,0,0,0
Sweden,SWE,2021-05-17,133,0,14,0,1,0,32,6819,47,0,0,0
Sweden,SWE,2021-05-31,101,0,18,0,0,0,107,4998,44,0,0,0
Sweden,SWE,2021-06-14,16,0,30,0,0,0,799,2992,39,0,0,0
Sweden,SWE,2021-06-28,15,0,29,0,0,1,1214,2040,30,0,0,0
Sweden,SWE,2021-07-12,4,0,5,0,0,0,1548,640,29,2,1,0
Sweden,SWE,2021-07-26,1,0,8,0,0,0,3178,154,14,1,2,0
Sweden,SWE,2021-08-09,4,0,0,0,0,0,4546,34,1,0,0,0
Sweden,SWE,2021-08-23,0,0,2,0,0,0,6134,11,0,1,0,0
Sweden,SWE,2021-09-06,0,0,1,0,0,0,5025,2,0,0,0,0
Sweden,SWE,2021-09-20,0,0,0,0,0,0,4183,0,0,0,0,0
Sweden,SWE,2021-10-04,0,0,0,0,0,0,3337,2,0,0,0,0
Sweden,SWE,2021-10-18,0,0,0,0,0,0,2809,1,0,0,0,0
Sweden,SWE,2021-11-01,0,0,0,0,0,0,4528,0,1,0,0,0
Sweden,SWE,2021-11-15,0,0,0,0,0,0,4491,0,1,0,0,0
Sweden,SWE,2021-11-29,0,0,0,0,0,0,1871,0,0,0,0,1
Switzerland,CHE,2020-05-11,0,0,0,0,0,0,0,0,106,0,0,0
Switzerland,CHE,2020-07-06,0,0,0,0,0,0,0,0,89,0,0,0
Switzerland,CHE,2020-07-20,0,0,0,0,0,0,0,0,169,0,0,0
Switzerland,CHE,2020-08-03,0,0,0,0,0,0,0,0,145,0,0,0
Switzerland,CHE,2020-08-17,0,0,0,0,0,0,0,0,174,0,0,0
Switzerland,CHE,2020-08-31,0,0,0,0,0,0,0,0,306,0,0,0
Switzerland,CHE,2020-09-14,0,0,0,0,0,0,0,0,288,0,0,0
Switzerland,CHE,2020-09-28,0,0,0,0,0,0,0,0,52,0,0,0
Switzerland,CHE,2020-10-12,0,0,0,0,0,0,0,0,448,0,0,0
Switzerland,CHE,2020-10-26,0,0,0,0,0,0,0,0,998,0,0,0
Switzerland,CHE,2020-11-09,0,0,0,0,0,0,0,0,1607,0,0,0
Switzerland,CHE,2020-11-23,1,0,0,0,0,0,0,13,1671,0,0,0
Switzerland,CHE,2020-12-07,0,0,0,0,0,0,0,9,1412,0,0,0
Switzerland,CHE,2020-12-21,2,0,0,0,0,0,0,16,2408,0,0,0
Switzerland,CHE,2021-01-04,5,0,0,0,0,0,0,99,3125,0,0,0
Switzerland,CHE,2021-01-11,5,0,0,0,0,0,0,198,1582,0,0,0
Switzerland,CHE,2021-01-25,15,0,0,0,1,1,0,432,3114,0,0,0
Switzerland,CHE,2021-02-08,41,3,10,0,0,2,0,1191,1806,0,0,0
Switzerland,CHE,2021-02-22,31,0,7,0,0,2,0,1082,697,0,0,0
Switzerland,CHE,2021-03-08,32,0,3,0,0,5,0,1501,395,0,0,0
Switzerland,CHE,2021-03-22,23,0,13,2,1,9,0,2222,254,0,0,0
Switzerland,CHE,2021-04-05,19,0,7,2,0,3,0,2339,151,0,0,0
Switzerland,CHE,2021-04-19,43,0,8,3,2,6,8,2984,146,0,0,0
Switzerland,CHE,2021-05-03,49,0,37,2,2,16,33,3709,186,0,0,0
Switzerland,CHE,2021-05-17,27,0,45,1,2,11,26,2637,129,3,1,0
Switzerland,CHE,2021-05-31,19,0,55,0,1,1,57,1963,102,3,9,0
Switzerland,CHE,2021-06-14,8,0,21,0,0,1,125,895,41,0,17,0
Switzerland,CHE,2021-06-28,8,0,14,0,0,0,136,292,22,3,4,0
Switzerland,CHE,2021-07-12,1,0,14,0,0,0,761,147,31,6,3,0
Switzerland,CHE,2021-07-26,0,0,14,0,0,1,2814,65,21,11,6,0
Switzerland,CHE,2021-08-09,2,0,9,0,1,0,4504,36,62,6,3,0
Switzerland,CHE,2021-08-23,0,0,4,0,0,0,6606,12,9,2,0,0
Switzerland,CHE,2021-09-06,0,0,0,0,0,0,4369,6,4,0,0,0
Switzerland,CHE,2021-09-20,0,0,0,0,0,0,4389,0,1,0,0,0
Switzerland,CHE,2021-10-04,0,0,0,0,0,0,3784,0,0,0,0,0
Switzerland,CHE,2021-10-18,0,0,0,0,0,0,3229,0,1,0,0,0
Switzerland,CHE,2021-11-01,0,0,0,0,0,0,5065,7,7,0,0,0
Switzerland,CHE,2021-11-15,0,0,0,0,0,0,6237,20,3,0,0,0
Switzerland,CHE,2021-11-29,0,0,0,0,0,0,2647,0,0,0,0,1
Thailand,THA,2020-12-21,0,0,0,0,0,0,0,0,76,0,0,0
Thailand,THA,2021-01-04,0,0,0,0,0,0,0,1,36,0,0,0
Thailand,THA,2021-01-11,0,0,0,0,0,0,0,2,45,0,0,0
Thailand,THA,2021-01-25,0,0,0,0,0,0,0,3,29,0,0,0
Thailand,THA,2021-02-08,2,0,0,0,0,0,0,6,25,0,0,0
Thailand,THA,2021-02-22,2,0,0,0,0,2,0,11,93,0,0,0
Thailand,THA,2021-03-22,3,0,0,0,0,0,0,5,25,0,0,0
Thailand,THA,2021-04-19,1,0,1,0,0,1,2,115,9,0,0,0
Thailand,THA,2021-05-03,0,0,0,1,0,0,1,95,2,0,0,0
Thailand,THA,2021-05-17,24,0,0,0,0,0,59,494,12,0,0,0
Thailand,THA,2021-05-31,10,0,0,0,0,0,68,513,22,0,0,0
Thailand,THA,2021-06-14,1,0,0,0,0,0,69,159,0,0,0,0
Thailand,THA,2021-06-28,13,0,0,0,0,0,188,186,2,0,0,0
Thailand,THA,2021-07-12,3,0,0,0,0,0,144,57,0,0,0,0
Thailand,THA,2021-07-26,15,0,0,0,0,0,349,151,1,0,0,0
Thailand,THA,2021-08-09,1,0,0,0,0,0,239,57,1,0,0,0
Thailand,THA,2021-08-23,1,0,0,0,0,0,245,45,0,0,0,0
Thailand,THA,2021-09-06,3,0,0,0,0,0,294,10,1,0,0,0
Thailand,THA,2021-09-20,5,0,0,0,0,0,426,5,1,0,0,0
Thailand,THA,2021-10-04,0,0,0,0,0,0,772,10,0,0,0,0
Thailand,THA,2021-10-18,0,0,0,0,0,0,924,17,0,0,0,0
Thailand,THA,2021-11-01,0,0,0,0,0,0,710,1,0,0,0,0
Thailand,THA,2021-11-15,0,0,0,0,0,0,104,0,0,0,0,0
Togo,TGO,2021-02-08,2,0,0,0,0,10,0,6,22,0,0,0
Togo,TGO,2021-02-22,0,0,0,0,0,17,0,12,11,0,0,0
Togo,TGO,2021-03-08,2,0,0,0,0,19,0,7,8,0,0,0
Togo,TGO,2021-08-09,0,0,0,0,0,0,44,0,0,0,0,0
Trinidad and Tobago,TTO,2021-04-19,0,0,5,0,0,0,0,1,64,0,0,0
Trinidad and Tobago,TTO,2021-05-03,0,0,109,0,0,0,0,0,88,0,0,0
Trinidad and Tobago,TTO,2021-05-17,0,0,125,0,0,0,0,2,15,0,0,0
Trinidad and Tobago,TTO,2021-08-09,0,0,43,0,0,0,2,0,4,0,0,0
Trinidad and Tobago,TTO,2021-10-04,0,0,38,0,0,0,27,0,0,0,0,0
Trinidad and Tobago,TTO,2021-10-18,0,0,40,0,0,0,84,0,0,0,0,0
Trinidad and Tobago,TTO,2021-11-01,0,0,17,0,0,0,89,0,0,0,0,0
Trinidad and Tobago,TTO,2021-11-15,0,0,2,0,0,0,39,0,0,0,0,0
Turkey,TUR,2020-05-11,0,0,0,0,0,0,0,0,95,0,0,0
Turkey,TUR,2020-05-25,0,0,0,0,0,0,0,0,74,0,0,0
Turkey,TUR,2020-06-08,0,0,0,0,0,0,0,0,33,0,0,0
Turkey,TUR,2020-11-23,0,0,0,0,0,0,0,0,32,0,0,0
Turkey,TUR,2021-01-04,0,0,0,0,0,0,0,15,52,0,0,0
Turkey,TUR,2021-01-25,3,0,0,0,0,0,0,141,86,0,0,0
Turkey,TUR,2021-02-08,27,0,2,0,0,0,0,186,120,0,0,0
Turkey,TUR,2021-02-22,150,2,0,0,0,4,0,132,816,0,0,0
Turkey,TUR,2021-03-08,130,0,1,0,0,9,0,13,982,0,0,0
Turkey,TUR,2021-03-22,108,0,14,0,0,21,333,29,473,0,0,0
Turkey,TUR,2021-04-05,168,0,11,0,0,25,0,20,1151,0,0,0
Turkey,TUR,2021-05-03,0,0,0,0,0,0,0,2,142,0,0,0
Turkey,TUR,2021-05-17,3,0,0,0,0,0,1,5,283,0,0,0
Turkey,TUR,2021-05-31,2,0,1,0,0,4,6,12,265,0,0,0
Turkey,TUR,2021-06-14,12,0,23,0,0,3,50,93,89,0,0,0
Turkey,TUR,2021-06-28,34,0,32,0,0,15,575,23,462,0,2,0
Turkey,TUR,2021-07-12,1,0,7,0,0,1,3905,4,135,0,0,0
Turkey,TUR,2021-07-26,1,0,5,0,0,1,413,5,835,0,0,0
Turkey,TUR,2021-08-09,43,0,45,0,0,21,5744,916,5673,0,0,0
Turkey,TUR,2021-08-23,0,0,3,0,0,0,27428,419,4697,0,0,0
Turkey,TUR,2021-09-06,0,0,0,0,0,0,1318,1,0,0,0,0
Turkey,TUR,2021-09-20,0,0,0,0,0,0,2714,0,0,0,0,0
Turkey,TUR,2021-10-04,0,0,0,0,0,0,3008,0,0,0,0,0
Turkey,TUR,2021-10-18,0,0,0,0,0,0,1715,1,0,0,0,0
Turkey,TUR,2021-11-01,0,0,0,0,0,0,361,0,0,0,0,0
Turkey,TUR,2021-11-15,0,0,0,0,0,0,2426,0,0,0,0,0
Turkey,TUR,2021-11-29,0,0,0,0,0,0,1232,0,1,0,0,0
Uganda,UGA,2020-08-17,0,0,0,0,0,0,0,0,31,0,0,0
Uganda,UGA,2020-09-14,0,0,0,0,0,0,0,0,37,0,0,0
Uganda,UGA,2020-12-21,0,0,0,0,0,0,0,0,39,0,0,0
Uganda,UGA,2021-01-04,0,0,0,0,0,0,0,0,59,0,0,0
Uganda,UGA,2021-06-14,1,0,0,0,0,2,164,0,5,0,0,0
Uganda,UGA,2021-06-28,1,0,0,0,0,1,106,1,5,0,0,0
Ukraine,UKR,2021-01-04,0,0,0,0,0,0,0,0,45,0,0,0
Ukraine,UKR,2021-03-22,0,0,0,0,0,0,0,36,0,0,0,0
Ukraine,UKR,2021-06-28,0,0,0,0,0,0,18,21,3,0,0,0
Ukraine,UKR,2021-07-12,0,0,0,0,0,0,32,0,1,0,0,0
Ukraine,UKR,2021-07-26,0,0,0,0,0,0,28,4,0,0,0,0
Ukraine,UKR,2021-09-20,0,0,0,0,0,0,41,0,0,0,0,0
Ukraine,UKR,2021-11-01,0,0,0,0,0,0,92,0,0,0,0,0
United Arab Emirates,ARE,2020-05-11,0,0,0,0,0,0,0,0,133,0,0,0
United Arab Emirates,ARE,2020-05-25,0,0,0,0,0,0,0,0,891,0,0,0
United Arab Emirates,ARE,2020-06-22,0,0,0,0,0,0,0,0,106,0,0,0
United Arab Emirates,ARE,2020-07-06,0,0,0,0,0,0,0,0,151,0,0,0
United Arab Emirates,ARE,2020-08-31,1,0,0,0,0,0,0,0,64,0,0,0
United Arab Emirates,ARE,2020-09-28,0,0,0,0,0,0,0,0,39,0,0,0
United Arab Emirates,ARE,2020-10-12,0,0,0,0,0,0,0,2,67,0,0,0
United Arab Emirates,ARE,2020-10-26,0,0,0,0,0,0,0,0,56,0,0,0
United Arab Emirates,ARE,2020-11-23,0,0,0,0,0,0,0,3,64,0,0,0
United Arab Emirates,ARE,2020-12-07,0,0,0,0,0,0,0,1,56,0,0,0
United Arab Emirates,ARE,2020-12-21,1,0,0,0,0,0,0,2,37,0,0,0
United Arab Emirates,ARE,2021-01-04,6,1,0,0,0,1,0,37,110,0,0,0
